%time,field.x,field.y,field.z
1566596376045003526,25.40625,25.6875,27.234375
1566596376864843206,25.3515625,25.6875,27.203125
1566596377681007278,25.3671875,25.7734375,27.2265625
1566596378499268514,25.3515625,25.703125,27.140625
1566596379317015192,25.3515625,25.7890625,27.1171875
1566596380135183148,25.3515625,25.7421875,27.140625
1566596380952196100,25.4296875,25.7265625,27.1875
1566596381770128995,25.3671875,25.703125,27.1640625
1566596382588240310,25.4140625,25.7265625,27.125
1566596383406263110,25.328125,25.75,27.125
1566596384224056447,25.40625,25.7890625,27.140625
1566596385042053222,25.390625,25.7421875,27.140625
1566596385861503961,25.3828125,26.5234375,27.75
1566596386678096613,25.40625,25.984375,27.75
1566596387496372266,25.4609375,26.0703125,27.75
1566596388314322680,25.4609375,26.03125,27.75
1566596389132582078,25.4609375,26.265625,27.75
1566596389950095582,25.5625,26.8046875,27.75
1566596390768537257,25.5390625,27.5625,37.15625
1566596391586147007,25.7265625,28.2734375,37.375
1566596392404660790,25.8984375,28.828125,38.4921875
1566596393222362716,26.0703125,29.09375,40.640625
1566596394040356436,26.0546875,29.0703125,43.6875
1566596394858525492,26.1640625,29.3203125,46.4453125
1566596395676364071,26.140625,29.984375,47.796875
1566596396494574501,26.3203125,31.21875,47.984375
1566596397312507183,26.5625,32.6484375,47.984375
1566596398130581901,26.6953125,33.546875,47.984375
1566596398948413520,26.78125,33.7265625,47.984375
1566596399766184066,26.765625,33.7578125,47.984375
1566596400585155187,26.7578125,34.5625,47.984375
1566596401402429320,26.9140625,35.21875,58.890625
1566596402220403186,26.9609375,35.171875,58.8359375
1566596403042099536,26.9140625,35.078125,58.765625
1566596403856515642,27.0078125,35.1640625,58.71875
1566596404674233714,26.9296875,35.171875,58.6796875
1566596405492777070,27.0078125,35.09375,58.65625
1566596406309485424,26.8984375,35.140625,58.6328125
1566596407127524281,26.9375,35.078125,58.421875
