%time,field.x,field.y,field.z
1566330255646684815,-0.0,0.0,0.0
1566330255666765676,-0.0,0.0,0.0
1566330255686789833,-0.0,0.0,0.0
1566330255707102855,-0.0,0.0,0.0
1566330255726676713,-0.0,0.0,0.0
1566330255746662624,-0.0,0.0,0.0
1566330255766859750,-0.0,0.0,0.0
1566330255786941825,-0.0,0.0,0.0
1566330255806287043,-0.0,0.0,0.0
1566330255826468447,-0.0,0.0,0.0
1566330255846608405,-0.0,0.0,0.0
1566330255866839535,-0.0,0.0,0.0
1566330255886116034,-0.0,0.0,0.0
1566330255906172704,-0.0,0.0,0.0
1566330255926348608,-0.0,0.0,0.0
1566330255946446027,-0.0,0.0,0.0
1566330255966596945,-0.0,0.0,0.0
1566330255985704042,-0.0,0.0,0.0
1566330256006101629,-0.0,0.0,0.0
1566330256026208392,-0.0,0.0,0.0
1566330256046332252,-0.0,0.0,0.0
1566330256065840624,-0.0,0.0,0.0
1566330256085761607,-0.0,0.0,0.0
1566330256105913853,-0.0,0.0,0.0
1566330256125997679,-0.0,0.0,0.0
1566330256147680904,-0.0,0.0,0.0
1566330256165936854,-0.0,0.0,0.0
1566330256185940098,-0.0,0.0,0.0
1566330256206047052,-0.0,0.0,0.0
1566330256226204332,-0.0,0.0,0.0
1566330256245253923,-0.0,0.0,0.0
1566330256265810740,-0.0,0.0,0.0
1566330256285926707,-0.0,0.0,0.0
1566330256306326676,-0.0,0.0,0.0
1566330256325386047,-0.0,0.0,0.0
1566330256345491944,-0.0,0.0,0.0
1566330256365638794,-0.0,0.0,0.0
1566330256385664730,-0.0,0.0,0.0
1566330256405135335,-0.0,0.0,0.0
1566330256425062035,-0.0,0.0,0.0
1566330256445023722,-0.0,0.0,0.0
1566330256465432829,-0.0,0.0,0.0
1566330256485322840,-0.0,0.0,0.0
1566330256505401030,-0.0,0.0,0.0
1566330256525603757,-0.0,0.0,0.0
1566330256545993350,-0.0,0.0,0.0
1566330256564649752,-0.0,0.0,0.0
1566330256584663341,-0.0,0.0,0.0
1566330256604736944,-0.0,0.0,0.0
1566330256625040181,-0.0,0.0,0.0
1566330256645100063,-0.0,0.0,0.0
1566330256665137755,-0.0,0.0,0.0
1566330256685172046,-0.0,0.0,0.0
1566330256705412085,-0.0,0.0,0.0
1566330256724495098,-0.0,0.0,0.0
1566330256744552764,-0.0,0.0,0.0
1566330256764657094,-0.0,0.0,0.0
1566330256784934673,-0.0,0.0,0.0
1566330256805457477,-0.0,0.0,0.0
1566330256824886498,-0.0,0.0,0.0
1566330256844774855,-0.0,0.0,0.0
1566330256869274781,-0.0,0.0,0.0
1566330256886174674,-0.0,0.0,0.0
1566330256904692405,-0.0,0.0,0.0
1566330256924909044,-0.0,0.0,0.0
1566330256944131505,-0.0,0.0,0.0
1566330256964336263,-0.0,0.0,0.0
1566330256986052195,-0.0,0.0,0.0
1566330257004341963,-0.0,0.0,0.0
1566330257024456457,-0.0,0.0,0.0
1566330257044482509,-0.0,0.0,0.0
1566330257063548962,-0.0,0.0,0.0
1566330257083711965,-0.0,0.0,0.0
1566330257103622329,-0.0,0.0,0.0
1566330257123966471,-0.0,0.0,0.0
1566330257143897069,-0.0,0.0,0.0
1566330257164239231,-0.0,0.0,0.0
1566330257184309911,-0.0,0.0,0.0
1566330257203289352,-0.0,0.0,0.0
1566330257223540081,-0.0,0.0,0.0
1566330257243640140,-0.0,0.0,0.0
1566330257263682825,-0.0,0.0,0.0
1566330257283908524,-0.0,0.0,0.0
1566330257303867862,-0.0,0.0,0.0
1566330257324117777,-0.0,0.0,0.0
1566330257343135957,-0.0,0.0,0.0
1566330257363247568,-0.0,0.0,0.0
1566330257383484387,-0.0,0.0,0.0
1566330257403597190,-0.0,0.0,0.0
1566330257424699137,-0.0,0.0,0.0
1566330257443756752,-0.0,0.0,0.0
1566330257463016856,-0.0,0.0,0.0
1566330257482859741,-0.0,0.0,0.0
1566330257503119368,-0.0,0.0,0.0
1566330257523237727,-0.0,0.0,0.0
1566330257543331673,-0.0,0.0,0.0
1566330257563289047,-0.0,0.0,0.0
1566330257583339570,-0.0,0.0,0.0
1566330257604851063,-0.0,0.0,0.0
1566330257622563253,-0.0,0.0,0.0
1566330257642701003,-0.0,0.0,0.0
1566330257662822364,-0.0,0.0,0.0
1566330257682991931,-0.0,0.0,0.0
1566330257703045139,-0.0,0.0,0.0
1566330257723205545,-0.0,0.0,0.0
1566330257742223595,-0.0,0.0,0.0
1566330257762535761,-0.0,0.0,0.0
1566330257782623803,-0.0,0.0,0.0
1566330257802772873,-0.0,0.0,0.0
1566330257822712281,-0.0,0.0,0.0
1566330257842097988,-0.0,0.0,0.0
1566330257862434931,-0.0,0.0,0.0
1566330257882277163,-0.0,0.0,0.0
1566330257902418182,-0.0,0.0,0.0
1566330257922640154,-0.0,0.0,0.0
1566330257942614249,-0.0,0.0,0.0
1566330257962340831,-0.0,0.0,0.0
1566330257982431995,-0.0,0.0,0.0
1566330258004302162,-0.0,0.0,0.0
1566330258022229066,-0.0,0.0,0.0
1566330258042463491,-0.0,0.0,0.0
1566330258062654003,-0.0,0.0,0.0
1566330258081583963,-0.0,0.0,0.0
1566330258101601618,-0.0,0.0,0.0
1566330258121754761,-0.0,0.0,0.0
1566330258143692533,-0.0,0.0,0.0
1566330258161964851,-0.0,0.0,0.0
1566330258181998138,-0.0,0.0,0.0
1566330258204542418,-0.0,0.0,0.0
1566330258222106510,-0.0,0.0,0.0
1566330258242320238,-0.0,0.0,0.0
1566330258261289690,-0.0,0.0,0.0
1566330258281433342,-0.0,0.0,0.0
1566330258301518002,-0.0,0.0,0.0
1566330258321610143,-0.0,0.0,0.0
1566330258342424818,-0.0,0.0,0.0
1566330258362220899,-0.0,0.0,0.0
1566330258381227119,-0.0,0.0,0.0
1566330258401391040,-0.0,0.0,0.0
1566330258421564523,-0.0,0.0,0.0
1566330258441862383,-0.0,0.0,0.0
1566330258461925909,-0.0,0.0,0.0
1566330258481013704,-0.0,0.0,0.0
1566330258501370814,-0.0,0.0,0.0
1566330258521318096,-0.0,0.0,0.0
1566330258541458645,-0.0,0.0,0.0
1566330258561592837,-0.0,0.0,0.0
1566330258580793779,-0.0,0.0,0.0
1566330258600909293,-0.0,0.0,0.0
1566330258621052297,-0.0,0.0,0.0
1566330258641209408,-0.0,0.0,0.0
1566330258661440562,-0.0,0.0,0.0
1566330258681532904,-0.0,0.0,0.0
1566330258700885804,-0.0,0.0,0.0
1566330258721162053,-0.0,0.0,0.0
1566330258741074551,-0.0,0.0,0.0
1566330258761123341,-0.0,0.0,0.0
1566330258781844904,-0.0,0.0,0.0
1566330258800338564,-0.0,0.0,0.0
1566330258820588982,-0.0,0.0,0.0
1566330258840653231,-0.0,0.0,0.0
1566330258860737222,-0.0,0.0,0.0
1566330258880906306,-0.0,0.0,0.0
1566330258901070560,-0.0,0.0,0.0
1566330258920293576,-0.0,0.0,0.0
1566330258940302831,-0.0,0.0,0.0
1566330258960499895,-0.0,0.0,0.0
1566330258980619031,-0.0,0.0,0.0
1566330259000846787,-0.0,0.0,0.0
1566330259020410866,-0.0,0.0,0.0
1566330259040626007,-0.0,0.0,0.0
1566330259060988401,-0.0,0.0,0.0
1566330259080433375,-0.0,0.0,0.0
1566330259100451846,-0.0,0.0,0.0
1566330259120650677,-0.0,0.0,0.0
1566330259139765651,-0.0,0.0,0.0
1566330259159748807,-0.0,0.0,0.0
1566330259180004378,-0.0,0.0,0.0
1566330259200096543,-0.0,0.0,0.0
1566330259220281520,-0.0,0.0,0.0
1566330259239672510,-0.0,0.0,0.0
1566330259259544218,-0.0,0.0,0.0
1566330259279477052,-0.0,0.0,0.0
1566330259299890495,-0.0,0.0,0.0
1566330259320180624,-0.0,0.0,0.0
1566330259339396873,-0.0,0.0,0.0
1566330259359692054,-0.0,0.0,0.0
1566330259379864765,-0.0,0.0,0.0
1566330259399993782,-0.0,0.0,0.0
1566330259419131323,-0.0,0.0,0.0
1566330259439274139,-0.0,0.0,0.0
1566330259459356777,-0.0,0.0,0.0
1566330259479566341,-0.0,0.0,0.0
1566330259499659569,-0.0,0.0,0.0
1566330259519680527,-0.0,0.0,0.0
1566330259538950113,-0.0,0.0,0.0
1566330259559252888,-0.0,0.0,0.0
1566330259579316145,-0.0,0.0,0.0
1566330259599410668,-0.0,0.0,0.0
1566330259619644224,-0.0,0.0,0.0
1566330259639010297,-0.0,0.0,0.0
1566330259658858676,-0.0,0.0,0.0
1566330259678933720,-0.0,0.0,0.0
1566330259699149898,-0.0,0.0,0.0
1566330259719472398,-0.0,0.0,0.0
1566330259738333872,-0.0,0.0,0.0
1566330259758493548,-0.0,0.0,0.0
1566330259778662186,-0.0,0.0,0.0
1566330259799066993,-0.0,0.0,0.0
1566330259818874835,-0.0,0.0,0.0
1566330259838950357,-0.0,0.0,0.0
1566330259859015352,-0.0,0.0,0.0
1566330259878206441,-0.0,0.0,0.0
1566330259899787479,-0.0,0.0,0.0
1566330259918616047,-0.0,0.0,0.0
1566330259938766630,-0.0,0.0,0.0
1566330259958837399,-0.0,0.0,0.0
1566330259978547126,-0.0,0.0,0.0
1566330259998145484,-0.0,0.0,0.0
1566330260018127121,-0.0,0.0,0.0
1566330260038229497,-0.0,0.0,0.0
1566330260058575747,-0.0,0.0,0.0
1566330260078483495,-0.0,0.0,0.0
1566330260098609138,-0.0,0.0,0.0
1566330260117643184,-0.0,0.0,0.0
1566330260137857732,-0.0,0.0,0.0
1566330260157877313,-0.0,0.0,0.0
1566330260177899511,-0.0,0.0,0.0
1566330260198013792,-0.0,0.0,0.0
1566330260218137097,-0.0,0.0,0.0
1566330260241001289,-0.0,0.0,0.0
1566330260257984927,-0.0,0.0,0.0
1566330260278192907,-0.0,0.0,0.0
1566330260298982084,-0.0,0.0,0.0
1566330260317288000,-0.0,0.0,0.0
1566330260337319114,-0.0,0.0,0.0
1566330260357520461,-0.405584,4.12248,3.364864
1566330260377794199,-0.405584,4.12248,3.364864
1566330260397766164,-0.41064,4.097712,3.43912
1566330260417658760,-0.41064,4.097712,3.43912
1566330260437996278,-0.415728,4.07184,3.514576
1566330260457175641,-0.415728,4.07184,3.514576
1566330260477328159,-0.420864,4.044864,3.591024
1566330260497384296,-0.420864,4.044864,3.591024
1566330260517584974,-0.426,4.016816,3.668288
1566330260538298831,-0.426,4.016816,3.668288
1566330260557482509,-0.431152,3.987728,3.746144
1566330260576920308,-0.431152,3.987728,3.746144
1566330260597191632,-0.436288,3.957648,3.824336
1566330260617333815,-0.436288,3.957648,3.824336
1566330260637376286,-0.441408,3.926608,3.902656
1566330260657578998,-0.441408,3.926608,3.902656
1566330260676695756,-0.446464,3.894704,3.980848
1566330260696821046,-0.446464,3.894704,3.980848
1566330260716979348,-0.451456,3.861984,4.058656
1566330260737001708,-0.451456,3.861984,4.058656
1566330260757332455,-0.456384,3.828544,4.135872
1566330260777123407,-0.456384,3.828544,4.135872
1566330260796466698,-0.461216,3.794464,4.212288
1566330260816554837,-0.461216,3.794464,4.212288
1566330260837215854,-0.465936,3.759792,4.287696
1566330260856917111,-0.465936,3.759792,4.287696
1566330260877526683,-0.465936,3.759792,4.287696
1566330260896165883,-0.47056,3.72464,4.361984
1566330260916332071,-0.475056,3.68904,4.435008
1566330260936465265,-0.475056,3.68904,4.435008
1566330260956757821,-0.479424,3.653056,4.50672
1566330260976660419,-0.479424,3.653056,4.50672
1566330260996908084,-0.48368,3.616704,4.577088
1566330261016032368,-0.48368,3.616704,4.577088
1566330261036159971,-0.487808,3.58,4.646128
1566330261056381410,-0.487808,3.58,4.646128
1566330261076410488,-0.491824,3.542944,4.713888
1566330261096603646,-0.491824,3.542944,4.713888
1566330261115700273,-0.491824,3.542944,4.713888
1566330261135790994,-0.495728,3.505488,4.780464
1566330261156011768,-0.499536,3.467616,4.845952
1566330261176168840,-0.499536,3.467616,4.845952
1566330261196691810,-0.503232,3.429232,4.91048
1566330261216375503,-0.503232,3.429232,4.91048
1566330261235626046,-0.503232,3.429232,4.91048
1566330261255605752,-0.506848,3.390336,4.974128
1566330261275872289,-0.506848,3.390336,4.974128
1566330261295952196,-0.510368,3.350896,5.036896
1566330261316375385,-0.513792,3.310896,5.098816
1566330261335267137,-0.513792,3.310896,5.098816
1566330261355359055,-0.513792,3.310896,5.098816
1566330261375580468,-0.51712,3.270368,5.159856
1566330261395753025,-0.51712,3.270368,5.159856
1566330261415689444,-0.520352,3.229296,5.22
1566330261435959200,-0.523504,3.187696,5.279232
1566330261455038825,-0.523504,3.187696,5.279232
1566330261475432299,-0.523504,3.187696,5.279232
1566330261495449046,-0.526544,3.145584,5.337568
1566330261515926044,-0.526544,3.145584,5.337568
1566330261539138398,-0.529504,3.102928,5.39496
1566330261554757681,-0.529504,3.102928,5.39496
1566330261574815988,-0.532352,3.059776,5.451424
1566330261595022867,-0.532352,3.059776,5.451424
1566330261615167315,-0.535104,3.016112,5.506928
1566330261635452443,-0.535104,3.016112,5.506928
1566330261655363704,-0.537776,2.971936,5.561472
1566330261674598906,-0.537776,2.971936,5.561472
1566330261694818965,-0.54032,2.927264,5.61504
1566330261714945962,-0.54032,2.927264,5.61504
1566330261734944243,-0.542784,2.882112,5.667616
1566330261755053193,-0.542784,2.882112,5.667616
1566330261776341083,-0.545136,2.83648,5.719184
1566330261794411146,-0.545136,2.83648,5.719184
1566330261814448248,-0.547408,2.790352,5.769744
1566330261834340038,-0.547408,2.790352,5.769744
1566330261854813583,-0.549552,2.74376,5.81928
1566330261874782245,-0.549552,2.74376,5.81928
1566330261893841335,-0.5516,2.69672,5.867792
1566330261913868974,-0.5516,2.69672,5.867792
1566330261934306509,-0.553552,2.6492,5.915248
1566330261954525110,-0.553552,2.6492,5.915248
1566330261974801652,-0.555408,2.601232,5.961664
1566330261993944617,-0.555408,2.601232,5.961664
1566330262013944020,-0.557136,2.552832,6.006992
1566330262033939356,-0.557136,2.552832,6.006992
1566330262053846005,-0.558768,2.503984,6.051264
1566330262073943400,-0.558768,2.503984,6.051264
1566330262094042921,-0.560304,2.45472,6.094432
1566330262114169615,-0.560304,2.45472,6.094432
1566330262134201658,-0.561728,2.405024,6.136512
1566330262154241901,-0.561728,2.405024,6.136512
1566330262174386944,-0.56304,2.354912,6.177488
1566330262193456037,-0.56304,2.354912,6.177488
1566330262213408122,-0.564256,2.304384,6.217344
1566330262233448663,-0.564256,2.304384,6.217344
1566330262253670177,-0.56536,2.253472,6.25608
1566330262273958478,-0.56536,2.253472,6.25608
1566330262293963485,-0.566352,2.20216,6.29368
1566330262314179633,-0.566352,2.20216,6.29368
1566330262333287151,-0.567248,2.150464,6.330128
1566330262353487991,-0.567248,2.150464,6.330128
1566330262373701819,-0.568016,2.0984,6.36544
1566330262393763634,-0.568016,2.0984,6.36544
1566330262413882764,-0.568688,2.045952,6.399584
1566330262433150978,-0.568688,2.045952,6.399584
1566330262454076766,-0.569248,1.993168,6.432544
1566330262473891563,-0.569248,1.993168,6.432544
1566330262492986990,-0.569696,1.940016,6.464336
1566330262513183534,-0.569696,1.940016,6.464336
1566330262533427003,-0.570032,1.886528,6.494944
1566330262553389100,-0.570032,1.886528,6.494944
1566330262573607901,-0.570272,1.832704,6.524368
1566330262592762041,-0.570272,1.832704,6.524368
1566330262612912923,-0.570384,1.778544,6.552576
1566330262632971201,-0.570384,1.778544,6.552576
1566330262653233768,-0.5704,1.72408,6.579584
1566330262673356657,-0.5704,1.72408,6.579584
1566330262692497879,-0.570288,1.669312,6.605376
1566330262713118287,-0.570288,1.669312,6.605376
1566330262733232943,-0.57008,1.61424,6.629952
1566330262752328650,-0.57008,1.61424,6.629952
1566330262772360552,-0.569744,1.558864,6.653296
1566330262792466951,-0.569744,1.558864,6.653296
1566330262812933691,-0.569312,1.503232,6.675408
1566330262832830299,-0.569312,1.503232,6.675408
1566330262852947305,-0.568768,1.447312,6.696272
1566330262872778841,-0.568768,1.447312,6.696272
1566330262891839810,-0.568112,1.391136,6.715888
1566330262912076415,-0.568112,1.391136,6.715888
1566330262932261821,-0.567328,1.33472,6.734256
1566330262952260070,-0.567328,1.33472,6.734256
1566330262972312254,-0.566448,1.278048,6.75136
1566330262992843081,-0.566448,1.278048,6.75136
1566330263012710141,-0.565456,1.221152,6.7672
1566330263031921135,-0.565456,1.221152,6.7672
1566330263051908121,-0.564336,1.164032,6.781776
1566330263071977470,-0.564336,1.164032,6.781776
1566330263092079121,-0.56312,1.106704,6.795088
1566330263112323098,-0.56312,1.106704,6.795088
1566330263133160945,-0.561792,1.049168,6.807104
1566330263152283272,-0.561792,1.049168,6.807104
1566330263172327269,-0.560352,0.99144,6.817856
1566330263191914211,-0.560352,0.99144,6.817856
1566330263211941213,-0.5588,0.93352,6.827312
1566330263233154900,-0.5588,0.93352,6.827312
1566330263251381782,-0.55712,0.87544,6.835472
1566330263271540640,-0.55712,0.87544,6.835472
1566330263291639114,-0.555344,0.8172,6.842336
1566330263311806492,-0.555344,0.8172,6.842336
1566330263331896277,-0.553456,0.7588,6.84792
1566330263352483892,-0.553456,0.7588,6.84792
1566330263371537801,-0.551456,0.700272,6.852192
1566330263391578565,-0.551456,0.700272,6.852192
1566330263411502349,-0.549344,0.641616,6.855168
1566330263431818935,-0.549344,0.641616,6.855168
1566330263450981456,-0.54712,0.582832,6.856832
1566330263471262389,-0.54712,0.582832,6.856832
1566330263491413297,-0.544784,0.523952,6.857184
1566330263511663248,-0.544784,0.523952,6.857184
1566330263531665724,-0.542336,0.46496,6.85624
1566330263550632663,-0.542336,0.46496,6.85624
1566330263570613728,-0.539792,0.405904,6.853968
1566330263591106150,-0.539792,0.405904,6.853968
1566330263611182183,-0.53712,0.346752,6.850384
1566330263631372933,-0.53712,0.346752,6.850384
1566330263651625242,-0.534352,0.287552,6.845488
1566330263670796373,-0.534352,0.287552,6.845488
1566330263692496950,-0.531472,0.228304,6.83928
1566330263711125694,-0.531472,0.228304,6.83928
1566330263730304241,-0.52848,0.169008,6.83176
1566330263750333657,-0.52848,0.169008,6.83176
1566330263770643734,-0.525376,0.10968,6.822912
1566330263790817300,-0.525376,0.10968,6.822912
1566330263810897376,-0.522176,0.050336,6.812736
1566330263831019535,-0.522176,0.050336,6.812736
1566330263850230839,-0.518848,-0.009008,6.801264
1566330263870361922,-0.518848,-0.009008,6.801264
1566330263890501053,-0.51544,-0.068352,6.788448
1566330263910574084,-0.51544,-0.068352,6.788448
1566330263930695122,-0.511904,-0.12768,6.774336
1566330263950733816,-0.511904,-0.12768,6.774336
1566330263970776591,-0.508272,-0.186976,6.758896
1566330263990083943,-0.508272,-0.186976,6.758896
1566330264013217122,-0.504528,-0.246224,6.742144
1566330264030197553,-0.504528,-0.246224,6.742144
1566330264050221302,-0.500688,-0.30544,6.724064
1566330264070459664,-0.500688,-0.30544,6.724064
1566330264092123759,-0.496736,-0.364576,6.704672
1566330264109750308,-0.496736,-0.364576,6.704672
1566330264130112281,-0.492688,-0.423632,6.683984
1566330264150389756,-0.492688,-0.423632,6.683984
1566330264170462669,-0.488528,-0.482592,6.661968
1566330264190159090,-0.488528,-0.482592,6.661968
1566330264209553390,-0.484272,-0.541472,6.63864
1566330264229731543,-0.484272,-0.541472,6.63864
1566330264249885379,-0.47992,-0.600224,6.614016
1566330264269944040,-0.47992,-0.600224,6.614016
1566330264290114663,-0.475456,-0.658848,6.58808
1566330264309316582,-0.475456,-0.658848,6.58808
1566330264329615542,-0.470896,-0.717344,6.560848
1566330264349755410,-0.470896,-0.717344,6.560848
1566330264369791978,-0.466224,-0.77568,6.53232
1566330264392334958,-0.466224,-0.77568,6.53232
1566330264409388977,-0.461472,-0.833856,6.502496
1566330264429760872,-0.461472,-0.833856,6.502496
1566330264449689243,-0.456608,-0.891872,6.471376
1566330264469266175,-0.456608,-0.891872,6.471376
1566330264489514515,-0.451664,-0.94968,6.43896
1566330264509570252,-0.451664,-0.94968,6.43896
1566330264529759490,-0.446608,-1.007296,6.40528
1566330264548727794,-0.446608,-1.007296,6.40528
1566330264568855791,-0.441456,-1.064704,6.370304
1566330264588945218,-0.441456,-1.064704,6.370304
1566330264609097274,-0.436224,-1.121888,6.334064
1566330264629353949,-0.436224,-1.121888,6.334064
1566330264648556502,-0.43088,-1.178832,6.296544
1566330264668739134,-0.43088,-1.178832,6.296544
1566330264689065455,-0.425456,-1.23552,6.25776
1566330264709077805,-0.425456,-1.23552,6.25776
1566330264729178209,-0.419936,-1.291968,6.217712
1566330264749273738,-0.419936,-1.291968,6.217712
1566330264768405518,-0.41432,-1.348112,6.176416
1566330264789032490,-0.41432,-1.348112,6.176416
1566330264809169957,-0.408624,-1.403984,6.133872
1566330264828195541,-0.408624,-1.403984,6.133872
1566330264848298221,-0.402832,-1.459568,6.09008
1566330264868352957,-0.402832,-1.459568,6.09008
1566330264888253358,-0.396944,-1.514816,6.045056
1566330264908169359,-0.396944,-1.514816,6.045056
