%time,field.Fx,field.Fy,field.Fz,field.Tx,field.Ty,field.Tz
1566502413713602861,-1.24650857891e-05,0.000124574393384,-0.000484196899556,-0.000424913969602,-0.000974636388728,-0.000831323869219
1566502413733678503,0.00038717959701,0.000139972647537,0.000787517849624,-6.361409757e-05,-0.000734422418508,0.00184581504397
1566502413753473776,-2.76977156034e-05,2.74770503424e-05,-0.00033172488551,0.00158712525803,0.000521620272755,-0.00162580691629
1566502413772935949,7.91757740331e-05,2.17048925197e-06,0.000287445761496,0.0010678548181,-0.000819972752453,-0.000110394680536
1566502413793120250,0.000197860390111,-6.09322269673e-05,0.000471104843349,-0.000461278199808,0.00023610479866,0.00132731489102
1566502413812932439,8.19150952882e-05,4.96387792842e-05,-0.000678267008559,-0.000850563104491,-0.00155542269408,-0.00158719257391
1566502413832866884,6.77614935151e-05,1.76063095453e-05,-0.000174944661775,0.00099597975073,-0.00146258668635,-0.000337226099628
1566502413853273969,0.000266620800981,-5.20379675704e-05,-0.000247030340661,0.000538899697595,-0.00170712386685,-0.00141388802629
1566502413873212008,0.000242933731489,0.000118302344413,-0.000300605518833,0.000160899664243,6.12477305535e-05,-0.00116732509382
1566502413893020731,0.000173523314697,0.000161630489359,-0.00016979082508,4.87395274618e-05,0.000459011233637,-0.000612220510618
1566502413912970425,5.96939719092e-05,3.73453392194e-05,0.000295548781554,0.00180275785599,-0.00188159338547,-0.0012028727929
1566502413932978466,5.36443927165e-05,-0.000232308850593,-0.000193802577532,0.000335021735655,-0.00117732437015,-0.000532153605924
1566502413953705874,2.29958166446e-05,0.000275331056866,-6.70356167833e-05,0.00110360176155,-0.00174014415625,-0.00162376568391
1566502413973304984,0.000283851818655,0.00013716980168,-0.000310555002895,-0.000634070260877,-0.00166847618796,-0.000916342354865
1566502413993358082,0.000116062637062,-0.000115472520966,-0.000108615799569,-0.000415232068268,0.000697225508655,-0.000694273260373
1566502414013000649,0.000130962097065,-7.3273619628e-05,8.51968533446e-05,0.00228594482159,-0.00129786057415,-0.00156158419376
1566502414033220855,0.000166889830678,9.35159694042e-05,-0.000780082710674,0.00234343910274,-0.00187176022876,-0.00230322130031
1566502414053230016,3.20790080509e-06,0.000122184819011,0.000153098529941,-0.000794291571644,-0.000414482871953,0.000148512860544
1566502414073233335,4.48821250906e-05,-2.89403932995e-06,-0.000533938521902,-0.000265657540277,-0.00171519296285,-0.00185899041302
1566502414093540445,-1.04824329412e-05,4.65509868545e-05,9.41383964098e-05,0.00195999562533,-0.000534276911412,1.22136240277e-05
1566502414113529407,0.000243957829574,-0.000122083780483,-0.000175358431649,-0.0020350788721,-0.00184115863058,-0.000864501385366
1566502414133851123,0.000113356352744,8.00892383046e-05,0.00062130510926,0.0003866203626,7.30760530769e-05,0.00171788496294
1566502414153746152,0.000155907907449,-8.26023323237e-05,-0.000480973773626,-0.00074252486107,-0.00126089716573,-0.00117368017664
1566502414173090242,0.000102032442406,-5.73551827856e-05,0.00042148776195,0.00153241673065,-0.000552538168549,0.000195354912923
1566502414193748550,9.21850703925e-05,-0.000232464209034,-0.000622017050592,-0.00123869634992,-0.000137856065994,-0.00106198487472
1566502414213881276,3.67301530343e-05,5.49378710312e-05,0.000283504333007,-8.83145096061e-06,0.000581707371441,0.000561871391304
1566502414233651465,0.000150495698249,0.000202699059858,0.000293548074268,0.0004122571653,-0.000437614702365,0.000904089019198
1566502414254982986,-0.000101183202496,0.000117331328027,0.000105947812009,0.00217591369232,-0.00100003331319,0.0002163915326
1566502414273341422,8.29475377708e-05,-7.17266162237e-05,0.000315816172463,0.00130363875865,-0.00120076900579,-0.000707143808929
1566502414292919796,1.6798867228e-05,0.000149649377079,-0.000218840725413,0.00235765215025,-0.000475929175618,-0.000254698880267
1566502414316816083,0.000177011608141,0.000156745870398,0.000132881889466,0.000455481399219,0.000269294612208,-0.000271257182641
1566502414333509959,0.000222582597048,0.000141832673184,0.000203488200891,0.00119926622044,-0.00048326472365,0.00170055195491
1566502414353387595,4.22627731216e-05,-2.01012261214e-05,0.000165360331785,0.00183841013876,-0.00165601437338,0.00119356007851
1566502414373021795,0.000130616528173,1.18779365314e-05,0.000583735622498,0.000666312018219,-0.00174113888561,2.3897802157e-05
1566502414393437592,0.000205909861075,-7.44205105123e-05,-0.000233017178519,-0.00129373750246,-0.00024776182135,0.000578584208959
1566502414413227834,0.000198591604525,0.000105799639905,-0.000128547625799,0.000482454086225,-0.000793534846707,-0.00103045396832
1566502414436273889,-4.56987493843e-05,0.000145364764268,0.000128839063478,0.00221257043262,-0.0009444852104,-0.000167562723976
1566502414453088269,0.000102533859718,0.00013364623356,-0.000184354806374,0.00281994205414,-0.000963716900692,-0.00150650632072
1566502414472851954,-2.15259114142e-05,9.04224718333e-05,0.00019390630349,0.00111879578457,-0.000923059084729,0.000443989986899
1566502414492819834,2.27520099549e-05,-8.39325553331e-05,0.000247272596719,7.10615086855e-05,-0.00018795485537,0.00067377989516
1566502414513077559,0.000189878693565,3.17960284615e-05,-0.000183043851,0.000945669781917,-0.00248383925862,-0.000453654844811
1566502414533272041,0.000273535864303,6.7894119191e-06,5.44632698043e-05,0.000415383864474,-0.00107070404553,0.000123144373918
1566502414553524345,0.00025900193797,0.000135380832594,-0.00029726540267,-0.000387798882135,-0.00158494875453,-0.00126379138349
1566502414573671753,0.000228009394434,8.86538547272e-05,0.000173535814866,0.000224840127064,-0.00164044551406,-0.000516776382501
1566502414594018274,-1.37729586527e-05,0.000167599810478,-0.000152018032163,0.0022518696162,-0.00189578269392,-0.0013297529215
1566502414613817957,-5.10936311407e-05,5.94753439693e-05,0.000167667049644,0.00213293173514,-0.00176472704335,-0.000297418235239
1566502414632994870,0.000242853649151,0.00011580986848,8.69084260181e-05,0.000537265209777,-0.00124403339439,0.000397620792769
1566502414653511844,0.000228453241506,0.000158125289996,-0.000473075263395,0.000204917896541,-0.00167686465935,-0.000658835769549
1566502414673053536,0.000117133293949,-2.26845709679e-05,-6.56455748407e-06,-5.56492117201e-05,-0.000314557375882,-0.000675730992595
1566502414693679517,3.79044495072e-05,1.0654279376e-05,-0.000152859363135,0.00186198942681,-0.0018498944867,-0.000764499015332
1566502414712862312,-6.76618561205e-05,1.39804013899e-05,8.63091209911e-05,0.00110628482553,-0.000222870035332,-0.000538086893383
1566502414734516980,0.00010970853783,0.000115527329118,-0.00014510279415,0.000258602145335,-0.00177098623009,-0.000553529991297
1566502414752852048,0.000183816465203,7.41201264317e-05,-0.000247534422682,0.00163735170596,-0.00154934155314,0.000601205812754
1566502414772867204,2.32393886496e-05,-5.94453611765e-05,0.000332551981118,1.26198619094e-06,-0.000529567882627,-2.94185813898e-05
1566502414792935741,4.04517086903e-05,5.72417480632e-05,-0.000354798935845,0.000856467128425,-0.00147620403338,-0.000781897023117
1566502414813295054,0.000100571058849,0.000121544388107,-4.20481630011e-05,0.000402249687823,-0.000857031726445,-0.00030797302048
1566502414832940424,4.75513141983e-05,-6.35401131703e-05,0.000653526995922,-0.000259077867057,0.000413833105953,0.000856372265139
1566502414852932949,-9.72484984528e-05,-7.4982630579e-05,-0.000613651602792,0.00187455617921,-0.000407175187679,7.83621522584e-05
1566502414873572060,0.000115999222334,-2.90394708965e-05,0.000172422827057,0.00123477694216,-0.000922213823689,-0.00131069355915
1566502414893327897,0.000111217393064,9.7318055134e-06,-0.000111423680798,-0.000943354888697,-0.000252011326102,-0.000482476590296
1566502414913278249,9.05290434795e-05,8.46435165274e-05,-0.000662183897116,-0.000919717387843,-0.000595748424102,-0.00219524895972
1566502414933429024,-0.000182498673156,0.000160167896936,6.97091377133e-05,0.0011443102048,-0.000882905429501,-0.000711576139983
