%time,field.x,field.y,field.z
1566498383601129363,27.46875,27.5,27.921875
1566498384419127271,27.46875,27.5390625,27.859375
1566498385235881422,27.4765625,27.4921875,27.8984375
1566498386054164982,27.46875,27.53125,27.9140625
1566498386871793016,27.5,27.578125,27.890625
1566498387690065984,27.4765625,27.5859375,27.8125
1566498388508052224,27.578125,27.5625,27.890625
1566498389325999608,27.4921875,27.5,27.8984375
1566498390143930903,27.53125,27.5546875,27.828125
1566498390961807803,27.4296875,27.4765625,27.921875
1566498391780022481,27.4765625,27.5,27.8046875
1566498392598034218,27.4296875,27.515625,27.8515625
1566498393416103500,27.5,27.515625,27.8984375
1566498394234104726,27.5390625,27.578125,27.859375
1566498395052118822,27.515625,27.5390625,27.8359375
1566498395872098937,27.5390625,27.578125,27.8125
1566498396688069284,27.5546875,27.6171875,27.96875
1566498397506086349,27.5625,28.1328125,27.96875
1566498398324156985,27.515625,28.6953125,27.96875
1566498399142121819,27.6015625,28.8671875,27.96875
1566498399960108540,27.6015625,28.8984375,27.96875
1566498400778250909,27.4921875,28.9921875,27.96875
1566498401596140608,27.5625,29.28125,27.96875
1566498402414117476,27.578125,29.984375,27.96875
1566498403232235599,27.5859375,30.921875,39.6640625
1566498404050261256,27.6171875,31.6484375,40.3046875
1566498404868119542,27.5,32.0703125,42.34375
1566498405686533060,27.640625,32.1640625,45.375
1566498406504176563,27.6171875,32.25,48.6328125
1566498407322214175,27.6796875,32.8828125,50.6953125
1566498408139128133,27.640625,34.1796875,51.0234375
1566498408958602329,27.703125,35.8203125,51.3515625
1566498409775018241,27.6953125,36.90625,51.3515625
1566498410593173552,27.7421875,37.0703125,53.84375
1566498411411452479,27.71875,37.0390625,53.84375
1566498412229300089,27.703125,37.0703125,53.875
1566498413047230047,27.703125,37.0703125,53.7578125
1566498413865229991,27.6953125,36.9765625,53.78125
1566498414683438566,27.7265625,37.046875,53.7109375
1566498415501211013,27.6015625,36.9453125,53.5703125
1566498416319047506,27.6484375,36.9296875,53.6171875
1566498417137222750,27.6484375,36.9140625,53.578125
1566498417955208467,27.71875,36.859375,53.5234375
1566498418773138612,27.6796875,36.8359375,53.484375
1566498419591054532,27.703125,36.796875,53.4375
1566498420409037435,27.703125,36.8203125,53.4375
1566498421227105528,27.6796875,36.8203125,53.34375
1566498422045330322,27.75,36.7890625,53.4140625
1566498422863463329,27.6640625,36.75,53.28125
1566498423681336125,27.6640625,36.7421875,53.2265625
1566498424499083903,27.671875,36.6328125,53.234375
1566498425317098772,27.71875,36.6953125,53.2109375
1566498426135099054,27.7265625,36.65625,53.25
1566498426953458749,27.6796875,36.6171875,53.0625
1566498427771195924,27.71875,36.671875,53.0078125
