%time,field.x,field.y,field.z
1566503514097896117,29.6953125,29.671875,28.578125
1566503514915311370,29.671875,29.6953125,28.5859375
1566503515733342354,29.6328125,29.65625,28.5546875
1566503516550545468,29.6328125,29.609375,28.5390625
1566503517368315549,29.671875,29.65625,28.5546875
1566503518186503882,29.6796875,29.6484375,28.5546875
1566503519004353427,29.671875,29.6796875,28.5234375
1566503519822612042,29.71875,29.625,28.5625
1566503520640604686,29.6328125,29.65625,28.578125
1566503521458563245,29.625,29.7265625,28.5390625
1566503522276705813,29.671875,29.59375,28.5234375
1566503523094637423,29.71875,29.609375,28.5
1566503523912621073,29.6484375,29.6796875,28.5546875
1566503524730400099,29.6328125,29.5703125,28.578125
1566503525548560595,29.625,29.8984375,28.578125
1566503526366441041,29.703125,30.609375,28.578125
1566503527184438235,29.703125,30.921875,28.578125
1566503528002449615,29.7421875,30.96875,28.578125
1566503528820612265,29.7265625,30.9765625,28.578125
1566503529638622392,29.7265625,31.21875,28.578125
1566503530456417142,29.671875,31.7734375,28.578125
1566503531274636971,29.65625,32.5625,28.578125
1566503532092424519,29.6953125,33.3984375,40.5234375
1566503532910467278,29.7890625,33.984375,41.7109375
1566503533728745004,29.7265625,34.3125,44.2890625
1566503534546665014,29.8125,34.3828125,47.6015625
1566503535364463114,29.8359375,34.5859375,50.4453125
1566503536182720463,29.921875,35.578125,51.6796875
1566503537000920913,29.875,37.125,51.7578125
1566503537818462828,29.875,38.5390625,51.7578125
1566503538636507696,29.921875,39.2421875,51.7578125
1566503539454467928,29.984375,39.3671875,51.7578125
1566503540272530546,29.828125,39.6796875,62.4296875
1566503541090729437,29.859375,40.03125,62.4375
1566503541908674256,29.875,39.9453125,62.359375
1566503542726601390,29.8984375,39.8671875,62.203125
1566503543544518475,29.9609375,39.875,62.2109375
1566503544362746049,29.8984375,39.84375,62.1796875
1566503545180784125,29.9921875,39.8515625,62.140625
1566503545998730354,29.9375,39.78125,62.0703125
