%time,field.x,field.y,field.z
1566501342340901665,27.53125,26.7890625,25.703125
1566501343159206942,27.515625,26.765625,25.7421875
1566501343977315636,27.5859375,26.7421875,25.75
1566501344795383893,27.53125,26.8046875,25.7265625
1566501345613456255,27.5625,26.78125,25.6875
1566501346431516988,27.5390625,26.7890625,25.75
1566501347249324617,27.5859375,26.6796875,25.6640625
1566501348067575049,27.5546875,26.71875,25.703125
1566501348885493955,27.5546875,26.765625,25.859375
1566501349703538718,27.578125,26.8671875,25.7734375
1566501350521885734,27.5546875,26.828125,25.765625
1566501351339494972,27.5546875,26.78125,25.828125
1566501352157538085,27.6171875,26.765625,25.7421875
1566501352975617565,27.578125,26.6953125,25.7109375
1566501353793316726,27.578125,26.71875,25.828125
1566501354613432981,27.578125,26.8046875,25.796875
1566501355429535797,27.53125,26.84375,25.65625
1566501356249573232,27.640625,27.3125,25.65625
1566501357065440051,27.6171875,27.8359375,25.65625
1566501357883636630,27.5859375,28.1328125,25.65625
1566501358701373061,27.5859375,28.109375,25.65625
1566501359519361964,27.6484375,28.1796875,25.65625
1566501360337763700,27.6171875,28.5546875,25.65625
1566501361155778827,27.5859375,29.125,25.65625
1566501361973632744,27.5859375,30.015625,37.46875
1566501362791652937,27.6484375,30.703125,38.0078125
1566501363609649662,27.6171875,31.21875,39.5546875
1566501364427649468,27.703125,31.3125,42.578125
1566501365245609602,27.6484375,31.53125,45.8984375
1566501366063633073,27.75,31.9296875,48.15625
1566501366880654137,27.7421875,33.1484375,48.8359375
1566501367698729541,27.7265625,34.7421875,48.8984375
1566501368516558215,27.7265625,36.0,48.8984375
1566501369334734340,27.7890625,36.4921875,48.8984375
1566501370152731982,27.890625,36.4140625,48.8984375
1566501370970518642,27.765625,37.046875,59.4140625
1566501371788717759,27.8046875,36.9921875,59.2578125
1566501372606533566,27.7890625,36.9765625,59.25
1566501373424493460,27.828125,36.9765625,59.203125
1566501374242519932,27.7421875,36.9765625,59.09375
1566501375060704447,27.7421875,36.9140625,59.09375
1566501375878843598,27.75,36.9453125,59.09375
1566501376696681199,27.7265625,36.890625,59.0625
1566501377514825309,27.8359375,36.890625,59.015625
1566501378333246369,27.75,36.8359375,58.9140625
1566501379150588130,27.7890625,36.8125,58.890625
