%time,field.Fx,field.Fy,field.Fz,field.Tx,field.Ty,field.Tz
1566412498490113844,2.0254178432e-05,0.000151627654392,3.60475909989e-05,-0.00210070707618,-0.000406896239906,0.00016001758967
1566412498509276991,-2.19477987184e-05,1.61186612332e-05,-2.89272453722e-05,0.000328520434153,-0.000297710514846,-0.00210198398956
1566412498529884961,-0.000114502116942,6.46664480858e-05,1.89695684123e-05,0.00220090785575,0.000994250083223,-0.00114037248465
1566412498550994643,-0.000168792775578,-9.4175261004e-05,0.000377824086112,0.0014824115295,0.00256733670151,5.46091940093e-05
1566412498569732852,1.54175715137e-06,0.000125716622919,9.60509414902e-05,0.000306492658144,0.0020237378284,0.000210343676651
1566412498589435637,-0.000212362366195,0.000195795408405,0.000134279711257,0.00151968302363,0.00224631163217,0.000161358469897
1566412498609781172,-0.0002225561664,6.32773171663e-05,0.000150111155766,0.00203819203817,0.000221190120801,-0.000692247533624
1566412498633036159,-0.000305497851115,0.000172957907535,-0.000233853960516,0.00161974983333,0.00172193594221,-0.00175905237856
1566412498651706960,1.00594007686e-05,-7.43316682557e-05,7.53275268555e-05,-0.000104316094925,-0.000530777717873,0.000561815508045
1566412498669259384,-4.13194080752e-05,0.000272907500698,0.000287704353867,0.000947771419798,0.000945021900803,-0.000817103835825
1566412498689671182,-0.000303854835478,-8.61467218542e-05,-0.000201848069026,0.000311319905903,0.001645042001,-0.00101636622801
1566412498710310561,-0.000305372697024,0.00015060772299,0.000413151362057,0.00207508097148,0.00154510848783,0.000122778065271
1566412498729803993,1.85134587158e-05,0.000232391683407,-0.000198157272478,0.00156852794028,-0.000462442271471,-0.00216333668231
1566412498749633131,3.69209706034e-05,0.000175419878168,-0.000218327146071,0.00227842725022,0.00192460631283,-0.00089642708612
1566412498770129775,-0.000338858272863,-0.000266533585894,0.000537840157302,0.000767925953941,0.00382781626268,0.000365701457551
1566412498793006426,-0.000280418509442,-5.05877643312e-05,-0.000386537763701,0.00277049026358,0.000568663637206,-0.00146530768496
1566412498810160006,-4.85366000213e-05,0.000198099127683,0.000216438813667,-0.0010362796586,-0.000194801662203,-0.000199995374677
1566412498829677624,-7.54556322568e-05,0.000171990722922,0.000453905986731,-0.00165434596506,0.000290981478632,0.000147439009699
1566412498849291269,-9.319545172e-05,-7.36247638599e-05,0.000342985277118,0.000262014112902,0.00156213578287,0.000384068757799
1566412498869769638,-0.000141052818329,3.9788331225e-05,-0.000153831080385,0.00400259403572,-0.00111258347823,-0.0018726111394
1566412498890153617,-3.20608317137e-05,-6.02220676413e-05,-0.000213807336856,0.00200421187749,0.000758079865718,-0.00199605520066
1566412498909764522,-4.21247004575e-05,0.000322504887546,-0.000425674431688,0.000344828386735,0.000589534653617,-0.00258859401685
1566412498929196405,-9.01787401816e-05,0.000286338157992,-0.000272239300431,0.00155178054246,0.000887348112304,-0.00167366076748
1566412498950146484,-0.000247321958942,-7.94367784608e-05,-0.000109737377629,0.000917110513404,0.000942111160267,-0.00186979114488
1566412498969761226,-5.67492278667e-05,-0.00010044698927,-8.24190283615e-06,0.000223122659962,0.00178511242123,-0.000278808458923
1566412498989701020,0.000119240493092,-8.00713993523e-06,-0.000240980387045,0.000436188093146,0.000378647968859,-0.00197502916507
1566412499013245196,-6.42860894982e-05,0.000140609393931,-0.000430780402991,0.000338377648169,-0.000779882762049,-0.00182800903713
1566412499029242383,-0.000220249721109,6.67008255699e-06,-0.000182924798069,0.000680602153979,-0.000162368924163,-0.00267809447522
1566412499049299846,-0.000453003774284,0.000150663782056,1.59564334505e-05,0.00169757169553,0.00217157307699,-0.000129173601314
1566412499069994153,-5.98434131577e-05,0.000190495402479,8.48632770244e-05,0.00122793620451,0.00285417788912,-0.000694822681754
1566412499089912239,-9.67348715663e-07,0.000176785429985,-0.000865079308193,0.0018431765902,0.0015473162611,-0.00170286810731
1566412499109556928,-8.99089237043e-05,-5.20375070467e-05,0.000400122706152,0.00166745247163,0.00150556651186,-0.000625343100481
1566412499129167760,-9.37479194148e-05,-0.000154280211781,-0.000471706737526,0.00147161312134,-0.000101032475781,-0.00203785443293
1566412499149695180,-0.000202504336059,0.000270978509068,6.67330187863e-05,0.00176754661589,0.000299347668284,-0.00102758554015
