%time,field.Fx,field.Fy,field.Fz,field.Tx,field.Ty,field.Tz
1566246436686870243,-0.000151877132139,-5.34773534079e-05,0.000437984690172,0.000588410007626,0.00163454800301,-0.00108071880691
1566246436706638861,-8.12933122277e-05,-0.000208769033966,-0.000676293028475,0.00088955783586,0.000533460691634,-0.00134514403988
1566246436726485635,0.000117633679015,0.000101221351018,-0.000102386695455,0.000284216487172,-0.000336672029894,-0.00179790630454
1566246436746516508,-0.000133928198623,-1.21751039123e-06,-0.00048024761511,-0.000336349012166,-0.000226901880122,-0.00144642941144
1566246436766543921,-0.000176243109508,-8.95432908118e-05,-0.000124911334554,-0.00044894266652,0.000481838870666,-0.00128009203239
1566246436787474480,-1.76732438076e-05,-0.000104436484788,-4.49816151951e-05,-0.000480359465515,-2.4224490502e-05,-0.00191264679781
1566246436807209525,-6.36067895821e-05,4.43479831933e-06,-0.00026402070507,0.00197503180332,-0.000206311780265,-0.000685809047128
1566246436827610103,-0.000118070935616,0.000189935832661,-0.000153111871813,0.00027706739173,2.19547833184e-05,-0.00177302277568
1566246436847496937,-0.000209977278413,-8.68087377897e-05,2.49945951729e-05,1.77857397558e-05,0.0012241920851,-0.000683274198062
1566246436867516257,-0.000139793714641,2.7600825818e-05,-0.000202027098195,0.000447486022852,0.000944872255042,-0.00188278066939
1566246436887148722,3.83085178597e-05,-5.4142786395e-05,2.45257585184e-05,-0.000140767049097,0.000350503803974,-0.000858383912345
1566246436906916892,5.35315515661e-05,-3.94241263538e-05,-0.000327227309605,0.00111618897498,-3.43021333857e-05,-0.000476856055814
1566246436927741767,-0.000241554030254,0.000255230263477,-2.01742454747e-05,0.00135411383061,0.000333763431169,-0.00156051951452
1566246436946967886,-0.00035403251792,7.67349354363e-05,-0.000250407150591,0.00178061570126,0.000815832626311,-0.00077798854058
1566246436966699863,-0.000134716605511,0.000206519422693,-0.000224401969598,0.000319147764448,-0.000201130661267,-0.00159832748719
1566246436986422041,-0.000119906262734,-1.76739948341e-06,1.51468837402e-05,-9.09476050121e-05,0.000635589724379,-0.00119562321719
1566246437006541017,-6.43165827082e-05,-0.000111982018946,-0.000124042164053,0.00174023177333,0.000264685523286,-0.000554163602833
1566246437026979151,2.18303973033e-05,0.000121799008444,-0.000190076453014,0.000157796345564,0.000830926025299,-0.00387226296329
1566246437046540284,-0.000213145584407,1.9439479233e-05,-0.000390611007698,0.00115049007187,0.00206352832526,-0.00104498315846
1566246437066664514,-0.000139642882679,-2.61677765809e-05,0.000179426245252,-0.00149325362741,-9.66245484992e-05,-0.000626454433034
1566246437086955417,-0.000145381879033,-5.71137789884e-05,-0.000314577804104,7.47881672404e-05,-0.000740725630966,-0.0020171667656
1566246437106562677,-0.000278111274263,-7.38532399452e-06,0.000105325696912,0.00086717643827,0.00120534668427,0.000559807851407
1566246437126793935,-0.000138529489826,0.000162224656957,-0.000149393016252,0.00222098011421,0.000577603250353,-0.00159894221927
1566246437146504742,-5.36681247383e-05,3.5311352572e-05,-0.000137916894343,0.00148899537333,0.000959902297851,-0.00152289785033
1566246437166463873,-0.000221707681714,0.000180726695147,-0.000205068577984,0.00163868777307,0.00114871388689,-0.000854762162732
1566246437186439398,4.6369856013e-05,0.000149392150838,0.00010851519816,0.00114142298698,-0.000231399521493,-0.00174877154636
1566246437207582943,-6.20150866671e-05,-0.000123431672737,-0.000740505793089,-0.000746145340138,-0.00127350747693,-0.00114034721579
1566246437227384568,-4.18870931221e-05,5.3648916499e-05,0.000222365184304,0.000570617839315,0.00104464564632,-0.000680847452913
1566246437246489651,-4.68375343064e-05,-2.39168663221e-05,-0.000554181473746,0.00071338201345,0.000555129198692,-0.0018015927704
1566246437266585989,-5.99499191917e-05,-0.000162897270536,0.000334699604949,-0.000530832056732,0.000919271734462,-6.2432723372e-05
1566246437286503930,-0.000162987508535,-0.000173937488027,-0.000322031135224,-0.00154516370355,0.000221493310415,-0.00247584125075
1566246437306700017,-8.0838536513e-05,-0.000148757038857,-6.01124425607e-05,-0.00126597040059,0.000920274294062,2.92852778526e-05
